Date,Open,High,Low,Close,Volume,OpenInt
2007-03-19,21.453,21.778,21.291,21.377,27225,0
2007-03-20,21.424,21.605,20.852,21.599,105304,0
2007-03-21,21.729,22.094,21.676,22.094,4711,0
2007-03-22,22.154,22.185,22.008,22.016,13206,0
2007-03-23,22.247,22.516,22.076,22.14,11278,0
2007-03-26,22.316,22.316,21.902,22.131,6065,0
2007-03-27,22.016,22.047,21.984,22.047,4053,0
2007-03-28,21.93,21.953,21.854,21.86,2774,0
2007-03-29,22.008,22.124,21.791,22.053,13230,0
2007-03-30,22.094,22.154,22.053,22.116,14328,0
2007-04-02,22.154,22.247,22.154,22.24,6522,0
2007-04-03,22.409,22.433,22.363,22.433,5790,0
2007-04-04,22.516,22.516,22.357,22.494,5424,0
2007-04-05,22.633,22.633,22.578,22.617,3821,0
2007-04-09,22.733,22.733,22.573,22.593,16329,0
2007-04-10,22.787,22.787,22.679,22.74,3634,0
2007-04-11,23.039,23.039,22.609,22.647,18829,0
2007-04-12,22.516,22.787,22.516,22.748,4048,0
2007-04-13,23.212,23.212,22.918,23.081,38043,0
2007-04-16,23.171,23.374,23.171,23.374,12884,0
2007-04-17,23.511,23.511,23.31,23.366,8032,0
2007-04-18,23.303,23.379,23.235,23.374,19058,0
2007-04-19,23.149,23.318,22.918,23.204,9340,0
2007-04-20,23.619,23.619,23.457,23.473,11885,0
2007-04-23,23.605,23.605,23.318,23.374,36269,0
2007-04-24,23.264,23.344,23.212,23.318,28149,0
2007-04-25,23.666,23.666,23.465,23.613,19037,0
2007-04-26,23.613,23.826,22.965,23.489,23004,0
2007-04-27,23.443,23.489,23.358,23.443,13105,0
2007-04-30,23.541,23.619,23.344,23.366,33952,0
2007-05-01,23.241,23.426,23.241,23.374,18912,0
2007-05-02,23.482,23.598,23.394,23.581,13887,0
2007-05-03,23.526,23.628,23.465,23.628,17996,0
2007-05-04,23.806,23.89,23.772,23.85,12594,0
2007-05-07,23.898,23.936,23.865,23.912,10474,0
2007-05-08,23.75,23.75,23.318,23.628,55122,0
2007-05-09,23.634,23.71,23.59,23.71,9270,0
2007-05-10,23.503,23.503,23.094,23.179,24576,0
2007-05-11,23.374,23.581,23.303,23.541,17946,0
2007-05-14,23.533,23.574,23.465,23.482,17046,0
2007-05-15,23.613,23.772,23.519,23.613,19038,0
2007-05-16,23.682,23.682,23.511,23.613,6009,0
2007-05-17,23.496,23.651,23.496,23.634,12287,0
2007-05-18,23.898,23.912,23.799,23.912,10078,0
2007-05-21,24.159,24.159,23.772,23.79,15530,0
2007-05-22,23.856,23.874,23.79,23.79,10870,0
2007-05-23,24.129,24.129,23.929,23.959,23200,0
2007-05-24,24.013,24.013,23.718,23.718,26856,0
2007-05-25,23.874,23.929,23.79,23.905,9030,0
2007-05-29,24.113,24.135,23.874,23.905,13800,0
2007-05-30,23.718,24.027,23.703,24.006,10940,0
2007-05-31,24.197,24.197,24.066,24.09,23084,0
2007-06-01,24.345,24.736,23.613,24.313,13460,0
2007-06-04,24.76,24.769,24.23,24.413,14419,0
2007-06-05,24.405,24.405,24.18,24.197,8686,0
2007-06-06,24.296,24.296,23.772,23.881,21365,0
2007-06-07,23.598,23.811,23.45,23.473,48354,0
2007-06-08,23.379,23.675,22.702,23.675,23555,0
2007-06-11,23.736,23.806,23.566,23.718,27378,0
2007-06-12,23.557,23.703,23.465,23.465,7378,0
2007-06-13,23.533,23.75,23.533,23.75,5889,0
2007-06-14,23.75,24.035,23.75,23.99,6140,0
2007-06-15,24.159,24.159,24.013,24.051,23469,0
2007-06-18,24.252,24.252,24.027,24.097,14303,0
2007-06-19,24.122,24.122,24.013,24.09,35946,0
2007-06-20,24.239,24.313,23.89,23.921,20774,0
2007-06-21,23.843,24.006,23.82,23.99,10392,0
2007-06-22,23.972,23.972,23.75,23.766,14715,0
2007-06-25,23.811,23.965,23.69,23.69,3252,0
2007-06-26,23.912,23.912,23.71,23.71,1103,0
2007-06-27,23.642,23.85,23.241,23.85,13240,0
2007-06-28,23.99,24.073,23.981,23.981,4519,0
2007-06-29,24.152,24.205,24.09,24.09,11888,0
2007-07-02,24.329,24.398,24.329,24.398,5415,0
2007-07-03,24.513,24.545,24.474,24.513,10485,0
2007-07-05,24.627,24.627,24.376,24.453,6196,0
2007-07-06,24.627,24.653,24.482,24.591,7111,0
2007-07-09,24.86,24.86,24.713,24.745,14554,0
2007-07-10,24.784,24.784,24.345,24.376,16639,0
2007-07-11,24.46,24.622,24.46,24.528,7965,0
2007-07-12,24.777,25.076,24.777,25.046,6151,0
2007-07-13,25.046,25.1,25.037,25.051,55616,0
2007-07-16,25.031,25.06,24.984,24.992,17015,0
2007-07-17,24.96,25.008,24.892,24.915,13807,0
2007-07-18,24.713,24.836,24.591,24.769,17291,0
2007-07-19,25.076,25.076,24.853,24.921,11247,0
2007-07-20,25.123,25.123,24.545,24.561,14435,0
2007-07-23,25.13,25.13,24.645,24.736,44467,0
2007-07-24,25.175,25.175,24.135,24.164,17063,0
2007-07-25,24.436,24.513,23.874,23.936,33719,0
2007-07-26,23.394,23.703,23.072,23.264,44273,0
2007-07-27,22.716,23.318,22.716,22.957,24829,0
2007-07-30,23.212,23.759,23.025,23.344,29331,0
2007-07-31,23.781,24.239,22.88,23.289,40226,0
2007-08-01,22.641,23.394,22.641,23.272,35037,0
2007-08-02,23.318,23.503,23.318,23.496,12182,0
2007-08-03,23.806,23.806,23.033,23.033,5008,0
2007-08-06,23.126,23.366,23.018,23.366,14218,0
2007-08-07,23.457,23.605,23.126,23.496,121994,0
2007-08-08,23.89,23.959,23.682,23.781,20210,0
2007-08-09,23.533,23.533,23.011,23.011,8606,0
2007-08-10,21.978,22.794,21.978,22.794,25162,0
2007-08-13,22.78,23.025,22.78,22.811,156531,0
2007-08-14,22.601,22.918,22.464,22.464,252130,0
2007-08-15,22.178,22.494,21.902,22.085,537926,0
2007-08-16,21.438,21.809,21.193,21.809,113017,0
2007-08-17,22.363,22.487,21.962,22.309,392731,0
2007-08-20,22.085,22.447,22.085,22.324,631112,0
2007-08-21,22.061,22.433,22.061,22.341,146950,0
2007-08-22,22.679,22.802,22.573,22.794,247972,0
2007-08-23,23.272,23.385,22.686,22.802,221125,0
2007-08-24,22.895,23.204,22.895,23.204,328137,0
2007-08-27,23.235,23.235,23.018,23.033,36878,0
2007-08-28,22.865,22.865,22.409,22.409,19733,0
2007-08-29,22.487,23.039,22.487,23.033,19439,0
2007-08-30,22.895,23.126,22.557,22.902,26595,0
2007-08-31,23.318,23.489,23.318,23.443,9829,0
2007-09-04,23.443,23.727,23.241,23.666,23221,0
2007-09-05,23.351,23.489,23.281,23.374,28215,0
2007-09-06,23.411,23.605,23.289,23.541,21684,0
2007-09-07,23.496,23.496,23.142,23.241,30309,0
2007-09-10,23.566,23.566,22.995,23.156,21471,0
2007-09-11,23.385,23.619,23.374,23.557,23489,0
2007-09-12,23.642,23.703,23.489,23.619,18097,0
2007-09-13,23.826,23.912,23.82,23.834,12698,0
2007-09-14,23.503,23.696,23.503,23.619,15199,0
2007-09-17,23.457,23.457,23.227,23.335,13871,0
2007-09-18,23.619,24.214,23.503,24.18,23359,0
2007-09-19,24.798,24.806,24.313,24.336,16467,0
2007-09-20,24.604,24.604,24.405,24.482,35024,0
2007-09-21,24.769,24.769,24.482,24.521,21775,0
2007-09-24,24.561,24.575,24.436,24.444,8572,0
2007-09-25,24.222,24.376,24.214,24.376,14501,0
2007-09-26,24.536,24.536,24.376,24.468,7513,0
2007-09-27,24.96,24.96,24.622,24.699,13730,0
2007-09-28,24.505,24.814,24.505,24.745,12100,0
2007-10-01,24.885,25.1,24.736,25.068,25964,0
2007-10-02,25.246,25.246,24.777,24.885,14192,0
2007-10-03,24.76,25.06,24.669,24.691,9914,0
2007-10-04,24.814,24.868,24.707,24.806,13963,0
2007-10-05,25.207,25.207,24.921,25.001,13558,0
2007-10-08,25.239,25.239,24.684,24.753,47853,0
2007-10-09,24.967,25.023,24.79,25.023,11191,0
2007-10-10,24.984,25.085,24.944,25.085,15224,0
2007-10-11,25.315,25.486,25.051,25.13,20270,0
2007-10-12,25.16,25.416,25.16,25.378,13776,0
2007-10-15,25.399,25.44,25.182,25.207,13434,0
2007-10-16,25.13,25.13,24.868,24.929,10233,0
2007-10-17,25.261,25.261,24.952,25.154,13524,0
2007-10-18,25.423,25.423,25.1,25.223,17915,0
2007-10-19,25.046,25.046,24.699,24.699,82265,0
2007-10-22,24.405,24.583,23.959,24.575,46255,0
2007-10-23,24.929,24.944,24.769,24.944,22857,0
2007-10-24,24.822,24.836,24.561,24.822,11301,0
2007-10-25,25.085,25.085,24.907,25.037,12480,0
2007-10-26,25.532,25.769,25.337,25.507,16641,0
2007-10-29,25.825,25.825,25.54,25.679,20458,0
2007-10-30,25.862,25.862,24.653,25.462,19524,0
2007-10-31,25.631,26.258,25.13,26.258,13764,0
2007-11-01,25.54,25.54,25.13,25.139,30772,0
2007-11-02,25.363,25.408,25.115,25.363,17574,0
2007-11-05,25.423,25.423,24.96,25.139,9246,0
2007-11-06,25.423,25.507,25.285,25.507,7272,0
2007-11-07,25.285,25.453,25.123,25.13,14792,0
2007-11-08,25.462,25.462,24.967,25.269,23759,0
2007-11-09,24.967,25.06,24.753,24.853,90707,0
2007-11-12,24.528,24.613,24.23,24.23,13068,0
2007-11-13,24.188,25.008,24.188,25.008,10853,0
2007-11-14,25.207,25.207,24.907,24.907,8925,0
2007-11-15,24.707,24.707,24.305,24.336,19903,0
2007-11-16,24.583,24.627,24.453,24.613,5179,0
2007-11-19,24.32,24.32,23.972,24.02,7887,0
2007-11-20,23.905,24.482,23.905,24.42,11807,0
2007-11-21,24.159,24.197,23.843,24.059,6134,0
2007-11-23,24.627,24.627,24.36,24.453,5049,0
2007-11-26,24.568,24.604,24.073,24.105,10630,0
2007-11-27,24.122,24.289,24.066,24.122,15905,0
2007-11-28,24.171,25.016,24.171,25.016,4656,0
2007-11-29,24.691,24.929,24.691,24.885,18246,0
2007-11-30,25.246,25.307,24.992,24.992,10048,0
2007-12-03,25.239,25.239,24.915,24.96,13311,0
2007-12-04,24.936,24.936,24.76,24.822,38362,0
2007-12-05,24.992,25.139,24.944,25.031,11272,0
2007-12-06,24.967,25.19,24.967,25.182,8162,0
2007-12-07,25.277,25.33,25.223,25.291,7928,0
2007-12-10,25.423,25.607,25.423,25.515,13769,0
2007-12-11,25.431,25.532,24.936,24.96,13168,0
2007-12-12,25.524,25.569,25.207,25.207,29323,0
2007-12-13,24.992,25.023,24.699,24.915,21091,0
2007-12-14,24.513,24.627,23.598,24.413,40073,0
2007-12-17,24.135,24.135,23.865,23.905,8487,0
2007-12-18,23.865,24.252,23.843,24.18,14811,0
2007-12-19,24.113,24.129,23.89,24.013,19627,0
2007-12-20,23.99,24.122,23.972,24.073,20130,0
2007-12-21,24.345,24.376,24.289,24.36,3661,0
2007-12-24,24.152,24.513,24.152,24.505,2685,0
2007-12-26,24.261,24.261,23.142,23.566,37847,0
2007-12-27,24.784,24.784,24.627,24.707,100702,0
2007-12-28,24.822,25.471,24.684,24.722,46355,0
2007-12-31,24.784,24.784,24.482,24.528,109499,0
2008-01-02,24.353,24.713,24.313,24.376,148385,0
2008-01-03,24.528,24.575,24.468,24.521,10031,0
2008-01-04,24.468,24.468,23.965,23.972,11386,0
2008-01-07,24.105,24.222,23.943,24.113,16714,0
2008-01-08,24.391,24.413,23.503,23.503,29299,0
2008-01-09,23.82,23.972,23.666,23.972,10914,0
2008-01-10,23.743,24.197,23.736,24.066,45420,0
2008-01-11,23.75,23.799,23.598,23.651,12171,0
2008-01-14,24.081,24.081,23.82,23.912,8965,0
2008-01-15,23.703,23.703,23.171,23.296,31484,0
2008-01-16,22.918,23.212,22.724,22.909,43846,0
2008-01-17,22.909,22.933,22.178,22.178,30923,0
2008-01-18,22.17,22.647,22.041,22.203,18854,0
2008-01-22,19.549,21.547,19.549,21.368,314332,0
2008-01-23,20.365,21.246,20.18,21.199,16570,0
2008-01-24,21.507,22.069,21.507,22.033,55944,0
2008-01-25,22.832,22.832,21.547,21.738,26598,0
2008-01-28,21.547,21.869,21.438,21.769,25371,0
2008-01-29,22.033,22.076,21.839,22.024,14810,0
2008-01-30,21.676,22.349,21.676,22.024,15902,0
2008-01-31,21.694,22.209,21.438,22.203,26103,0
2008-02-01,22.523,22.54,22.194,22.54,7648,0
2008-02-04,22.617,22.617,22.301,22.349,8072,0
2008-02-05,21.848,21.848,21.306,21.306,19790,0
2008-02-06,21.562,21.613,21.3,21.3,151815,0
2008-02-07,21.03,21.221,20.929,21.121,22192,0
2008-02-08,20.998,21.152,20.944,21.084,17698,0
2008-02-11,21.431,21.431,20.875,21.075,38128,0
2008-02-12,21.438,21.8,21.438,21.613,32792,0
2008-02-13,21.97,21.97,21.653,21.86,9316,0
2008-02-14,21.839,21.854,21.613,21.668,44052,0
2008-02-15,21.653,21.653,21.322,21.492,12342,0
2008-02-19,21.562,22.309,21.562,21.761,32167,0
2008-02-20,21.492,21.869,21.492,21.816,59711,0
2008-02-21,22.008,22.041,21.729,21.761,41871,0
2008-02-22,22.053,22.061,21.738,21.746,54617,0
2008-02-25,22.101,22.37,22.047,22.363,18860,0
2008-02-26,22.426,22.811,22.426,22.724,9971,0
2008-02-27,22.548,22.902,22.548,22.74,10398,0
2008-02-28,22.617,22.672,22.48,22.593,15782,0
2008-02-29,22.455,22.455,21.91,21.97,34877,0
2008-03-03,21.848,21.992,21.809,21.915,4971,0
2008-03-04,21.676,21.716,21.492,21.716,19497,0
2008-03-05,21.783,22.101,21.783,21.93,8784,0
2008-03-06,21.886,21.886,21.66,21.66,3920,0
2008-03-07,21.424,21.585,20.929,21.438,5933,0
2008-03-10,21.415,21.453,21.121,21.137,14719,0
2008-03-11,21.592,21.791,21.415,21.791,9414,0
2008-03-12,21.978,22.033,21.878,21.915,5748,0
2008-03-13,21.599,21.978,21.521,21.962,10180,0
2008-03-14,22.053,22.053,21.306,21.431,22799,0
2008-03-17,20.588,21.06,20.528,20.805,23637,0
2008-03-18,21.275,21.605,21.269,21.599,20767,0
2008-03-19,21.345,21.36,20.783,20.783,18412,0
2008-03-20,20.46,20.875,20.397,20.743,9155,0
2008-03-24,20.914,21.322,20.897,21.137,16358,0
2008-03-25,21.306,21.547,21.306,21.53,8900,0
2008-03-26,21.515,21.53,21.407,21.461,2686,0
2008-03-27,21.261,21.869,21.261,21.585,7461,0
2008-03-28,21.621,21.694,21.438,21.438,5533,0
2008-03-31,21.585,21.668,21.521,21.621,3413,0
2008-04-01,21.91,22.256,21.878,22.24,4961,0
2008-04-02,22.316,22.508,22.256,22.376,5317,0
2008-04-03,22.333,22.54,22.277,22.494,16558,0
2008-04-04,22.609,22.733,22.609,22.626,3920,0
2008-04-07,22.895,22.909,22.679,22.724,6337,0
2008-04-08,22.48,22.647,22.48,22.633,2593,0
2008-04-09,22.716,22.724,22.566,22.626,6563,0
2008-04-10,22.44,22.586,22.357,22.48,5584,0
2008-04-11,22.232,22.261,22.162,22.178,4355,0
2008-04-14,22.178,22.178,22.069,22.069,2859,0
2008-04-15,22.247,22.247,22.14,22.232,4686,0
2008-04-16,22.573,22.902,22.573,22.902,5673,0
2008-04-17,22.641,22.655,21.915,22.655,15246,0
2008-04-18,22.802,22.926,22.802,22.926,3113,0
2008-04-21,22.918,22.918,22.84,22.848,1406,0
2008-04-22,22.832,22.832,22.695,22.695,2182,0
2008-04-23,22.617,22.871,22.573,22.871,3286,0
2008-04-24,22.655,22.794,22.573,22.74,3113,0
2008-04-25,22.848,23.055,22.848,23.039,4583,0
2008-04-28,23.064,23.064,23.018,23.018,2335,0
2008-04-29,22.88,22.933,22.848,22.933,9273,0
2008-04-30,22.926,23.163,22.926,23.039,5090,0
2008-05-01,22.995,23.156,22.957,23.156,6849,0
2008-05-02,23.296,23.418,23.296,23.318,10142,0
2008-05-05,23.281,23.379,23.281,23.358,6602,0
2008-05-06,23.179,23.443,23.149,23.443,6507,0
2008-05-07,23.227,23.241,23.033,23.033,7667,0
2008-05-08,23.212,23.318,23.212,23.264,2846,0
2008-05-09,22.98,23.087,22.98,23.087,1072,0
2008-05-12,23.156,23.272,23.156,23.272,4800,0
2008-05-13,23.227,23.235,23.156,23.171,6900,0
2008-05-14,23.188,23.351,23.188,23.212,7477,0
2008-05-15,23.385,23.482,23.351,23.457,3396,0
2008-05-16,23.619,23.826,23.619,23.806,6582,0
2008-05-19,23.75,23.929,23.703,23.703,12931,0
2008-05-20,23.666,23.675,23.549,23.581,18759,0
2008-05-21,23.581,23.651,23.366,23.366,12284,0
2008-05-22,23.574,23.69,23.503,23.549,8582,0
2008-05-23,23.482,23.489,23.272,23.31,16278,0
2008-05-27,23.018,23.081,22.633,23.081,13604,0
2008-05-28,23.072,23.135,23.064,23.135,9489,0
2008-05-29,22.989,23.081,22.957,23.072,12455,0
2008-05-30,23.142,23.142,23.039,23.103,19246,0
2008-06-02,22.764,22.772,22.663,22.672,7455,0
2008-06-03,22.702,22.84,22.601,22.641,6442,0
2008-06-04,22.37,22.494,22.301,22.333,12887,0
2008-06-05,22.418,22.794,22.418,22.794,12499,0
2008-06-06,22.516,22.566,22.341,22.341,10957,0
2008-06-09,22.376,22.376,22.116,22.178,20274,0
2008-06-10,21.915,21.937,21.823,21.823,1798,0
2008-06-11,21.783,21.783,21.555,21.592,2722,0
2008-06-12,21.438,21.621,21.438,21.499,37037,0
2008-06-13,21.476,21.676,21.476,21.613,10415,0
2008-06-16,21.754,21.848,21.668,21.783,9466,0
2008-06-17,21.878,22.033,21.878,21.895,5498,0
2008-06-18,21.613,21.746,21.578,21.746,10137,0
2008-06-19,21.685,21.694,21.578,21.646,16385,0
2008-06-20,21.075,21.075,20.705,20.897,7133,0
2008-06-23,20.929,20.952,20.822,20.921,35429,0
2008-06-24,20.776,21.038,20.776,20.998,25705,0
2008-06-25,21.022,21.291,21.022,21.237,13672,0
2008-06-26,20.96,21.004,20.698,20.769,10445,0
2008-06-27,20.829,20.829,20.652,20.69,3018,0
2008-06-30,20.889,21.038,20.889,20.985,16635,0
2008-07-01,20.544,20.69,20.374,20.636,17789,0
2008-07-02,20.805,20.805,20.296,20.296,16068,0
2008-07-03,20.652,20.652,20.412,20.552,7163,0
2008-07-07,20.406,20.544,20.203,20.357,24636,0
2008-07-08,20.342,20.56,20.235,20.56,71802,0
2008-07-09,20.714,20.714,20.381,20.381,7148,0
2008-07-10,20.357,20.52,20.357,20.511,20681,0
2008-07-11,20.188,20.273,19.981,20.158,6812,0
2008-07-14,20.244,20.244,19.99,20.042,8753,0
2008-07-15,19.896,19.896,19.632,19.695,16454,0
2008-07-16,19.426,19.888,18.964,19.888,26577,0
2008-07-17,20.188,20.267,20.128,20.128,4346,0
2008-07-18,20.475,20.475,20.46,20.46,1620,0
2008-07-21,20.66,20.813,20.62,20.62,1634,0
2008-07-22,20.251,20.483,20.251,20.483,10871,0
2008-07-23,20.681,20.698,20.66,20.681,6442,0
2008-07-24,20.813,20.813,20.098,20.098,19861,0
2008-07-25,20.244,20.39,20.203,20.305,11416,0
2008-07-28,20.705,20.769,20.012,20.012,21282,0
2008-07-29,20.105,20.329,20.105,20.329,10347,0
2008-07-30,20.39,20.604,20.39,20.604,2075,0
2008-07-31,20.444,20.503,20.365,20.406,5356,0
2008-08-01,20.267,20.267,20.042,20.081,7883,0
2008-08-04,20.15,20.15,19.973,19.973,8991,0
2008-08-05,20.244,20.374,20.244,20.349,8867,0
2008-08-06,20.342,20.552,20.329,20.536,15848,0
2008-08-07,20.397,20.397,20.089,20.089,15736,0
2008-08-08,19.825,20.18,19.825,20.158,24301,0
2008-08-11,20.098,20.244,20.072,20.122,34750,0
2008-08-12,20.122,20.136,20.005,20.005,15046,0
2008-08-13,19.766,19.857,19.604,19.766,22097,0
2008-08-14,19.535,19.773,19.535,19.683,20677,0
2008-08-15,19.426,19.495,19.408,19.471,7345,0
2008-08-18,19.658,19.658,19.402,19.402,2749,0
2008-08-19,19.101,19.149,19.041,19.108,13172,0
2008-08-20,19.149,19.397,19.125,19.27,7667,0
2008-08-21,19.226,19.408,19.226,19.408,8786,0
2008-08-22,19.341,19.471,19.341,19.449,30056,0
2008-08-25,19.417,19.417,19.149,19.149,3382,0
2008-08-26,19.049,19.27,18.994,19.172,7943,0
2008-08-27,19.263,19.431,19.263,19.431,5036,0
2008-08-28,19.65,19.71,19.618,19.695,12671,0
2008-08-29,19.626,19.695,19.535,19.535,923,0
2008-09-02,19.389,19.458,19.179,19.194,9282,0
2008-09-03,19.064,19.085,18.986,19.085,5431,0
2008-09-04,18.855,18.855,18.323,18.323,9198,0
2008-09-05,18.138,18.193,17.877,18.169,8044,0
2008-09-08,18.824,18.824,18.246,18.416,6437,0
2008-09-09,18.416,18.416,17.883,17.883,3920,0
2008-09-10,18.177,18.177,18.016,18.091,1766,0
2008-09-11,17.645,18.061,17.606,18.061,10776,0
2008-09-12,18.053,18.431,18.053,18.431,3960,0
2008-09-15,17.453,17.815,17.453,17.522,10480,0
2008-09-16,16.883,17.413,16.751,17.413,14616,0
2008-09-17,17.081,17.237,16.751,16.798,9802,0
2008-09-18,16.221,17.56,16.134,17.56,27668,0
2008-09-19,19.018,19.018,16.798,18.362,22220,0
2008-09-22,18.454,18.454,18.053,18.053,17073,0
2008-09-23,18.016,18.177,17.69,17.815,11891,0
2008-09-24,18.525,18.525,17.769,17.828,7567,0
2008-09-25,17.544,18.254,17.544,18.254,777,0
2008-09-26,17.82,18.077,17.799,18.077,6770,0
2008-09-29,18.391,18.391,15.996,16.197,24524,0
2008-09-30,16.213,16.827,16.213,16.827,14106,0
2008-10-01,17.067,17.067,16.558,16.944,2465,0
2008-10-02,16.582,16.582,16.104,16.104,4523,0
2008-10-03,16.295,16.798,16.24,16.266,4057,0
2008-10-06,15.425,15.673,14.678,15.249,21884,0
2008-10-07,15.226,15.98,14.593,14.593,15228,0
2008-10-08,13.16,14.799,13.16,14.384,15912,0
2008-10-09,14.23,14.686,13.037,13.064,8646,0
2008-10-10,10.977,13.127,10.969,12.842,28661,0
2008-10-13,14.03,14.37,13.436,14.37,10600,0
2008-10-14,16.266,16.336,14.199,14.538,18648,0
2008-10-15,13.977,14.007,13.26,13.375,15828,0
2008-10-16,13.021,13.321,12.535,13.204,12024,0
2008-10-17,12.788,13.983,12.788,13.49,58120,0
2008-10-20,13.62,14.538,13.62,14.538,9339,0
2008-10-21,14.077,14.077,13.021,13.791,12494,0
2008-10-22,13.559,13.559,12.164,12.164,12752,0
2008-10-23,11.873,12.528,11.873,12.528,94277,0
2008-10-24,10.429,11.918,10.429,11.918,13565,0
2008-10-27,11.509,11.564,11.208,11.379,13408,0
2008-10-28,11.607,12.049,11.324,12.049,19550,0
2008-10-29,11.81,13.227,11.81,13.204,17714,0
2008-10-30,13.736,13.736,13.021,13.182,23543,0
2008-10-31,12.898,13.497,12.827,13.36,8472,0
2008-11-03,13.204,13.387,13.197,13.29,14091,0
2008-11-04,13.714,14.176,13.692,14.083,23907,0
2008-11-05,13.829,14.047,13.336,13.336,5153,0
2008-11-06,13.166,13.22,12.435,12.442,26158,0
2008-11-07,12.78,13.174,12.78,13.044,12582,0
2008-11-10,13.452,13.452,12.788,12.842,13697,0
2008-11-11,12.618,12.618,12.442,12.48,4348,0
2008-11-12,12.179,12.179,11.74,11.74,8119,0
2008-11-13,11.78,12.528,11.464,12.528,24736,0
2008-11-14,11.881,12.234,11.881,12.225,5658,0
2008-11-17,11.933,12.179,11.91,12.096,65201,0
2008-11-18,11.848,12.096,11.825,11.981,15159,0
2008-11-19,11.556,11.926,11.264,11.264,4932,0
2008-11-20,11.023,11.085,10.445,10.454,13889,0
2008-11-21,11.016,11.03,10.529,11.007,10459,0
2008-11-24,11.417,12.25,11.417,12.117,26285,0
2008-11-25,12.48,12.48,12.079,12.079,10572,0
2008-11-26,11.955,12.442,11.955,12.442,4804,0
2008-11-28,12.349,12.488,12.349,12.488,1813,0
2008-12-01,11.933,11.933,11.408,11.408,6039,0
2008-12-02,11.848,12.009,11.848,11.955,5940,0
2008-12-03,11.649,12.018,11.649,12.018,10850,0
2008-12-04,11.955,12.001,11.593,11.593,4724,0
2008-12-05,11.64,11.64,11.401,11.632,1946,0
2008-12-08,12.264,12.651,12.264,12.651,7151,0
2008-12-09,12.488,12.688,11.865,12.495,4786,0
2008-12-10,12.688,12.751,12.618,12.718,2039,0
2008-12-11,12.805,12.973,12.805,12.973,2593,0
2008-12-15,12.78,12.85,12.759,12.759,9404,0
2008-12-16,12.835,13.521,12.835,13.482,16281,0
2008-12-17,13.253,13.528,13.235,13.482,5026,0
2008-12-18,13.42,13.42,12.874,12.95,6990,0
2008-12-19,12.898,12.898,12.387,12.651,12542,0
2008-12-22,12.697,12.697,12.457,12.457,4628,0
2008-12-23,12.442,12.52,12.395,12.45,4462,0
2008-12-24,12.471,12.471,12.402,12.419,7955,0
2008-12-26,12.48,12.565,12.471,12.565,5180,0
2008-12-29,12.349,12.874,12.349,12.626,47404,0
2008-12-30,12.759,12.874,12.759,12.865,10067,0
2008-12-31,12.973,13.072,12.973,13.072,12496,0
2009-01-02,13.021,13.307,13.021,13.307,7356,0
2009-01-05,13.136,13.375,13.136,13.298,1982,0
2009-01-06,13.267,13.444,13.227,13.427,3272,0
2009-01-07,13.329,13.352,13.153,13.153,3530,0
2009-01-08,13.197,13.336,13.166,13.307,10766,0
2009-01-09,13.253,13.253,12.718,13.057,15306,0
2009-01-12,12.85,12.85,12.626,12.642,4096,0
2009-01-13,12.318,12.435,11.825,12.331,2835,0
2009-01-14,11.895,11.91,11.801,11.831,8667,0
2009-01-15,11.564,11.903,11.447,11.764,5792,0
2009-01-16,12.117,12.117,11.702,11.91,16862,0
2009-01-20,11.271,11.276,10.907,10.907,14370,0
2009-01-21,10.945,11.355,10.945,11.355,9911,0
2009-01-22,11.046,11.046,10.986,10.986,5787,0
2009-01-23,10.655,11.07,10.638,11.07,7123,0
2009-01-26,11.291,11.501,11.276,11.393,10375,0
2009-01-27,11.417,11.556,11.417,11.539,1402,0
2009-01-28,11.946,12.026,11.918,11.918,4077,0
2009-01-29,11.615,11.615,11.547,11.547,1813,0
2009-01-30,11.393,11.393,11.291,11.291,6282,0
2009-02-02,11.053,11.248,11.053,11.118,5848,0
2009-02-03,11.355,11.464,11.355,11.455,2652,0
2009-02-04,11.556,11.573,11.547,11.573,11804,0
2009-02-05,11.526,11.856,11.447,11.793,6003,0
2009-02-06,12.001,12.15,12.001,12.134,15320,0
2009-02-09,12.171,12.195,12.117,12.126,12901,0
2009-02-10,12.103,12.103,11.501,11.501,27791,0
2009-02-11,11.702,11.702,11.564,11.564,2722,0
2009-02-12,11.37,11.494,10.845,11.494,15196,0
2009-02-13,11.588,11.6,11.588,11.6,389,0
2009-02-17,10.961,10.961,10.838,10.941,1297,0
2009-02-18,10.793,10.793,10.723,10.768,10206,0
2009-02-19,11.023,11.023,10.809,10.814,4711,0
2009-02-20,10.406,10.529,9.667,10.514,6617,0
2009-02-23,10.716,10.716,10.175,10.175,2725,0
2009-02-24,10.245,10.591,10.245,10.576,9165,0
2009-02-25,10.267,10.406,10.245,10.36,2039,0
2009-02-26,10.538,10.591,10.346,10.354,4556,0
2009-02-27,10.076,10.137,10.076,10.137,777,0
2009-03-02,9.868,9.868,9.4423,9.4592,28756,0
2009-03-03,9.489,9.568,9.3651,9.4052,8002,0
2009-03-04,9.766,9.945,9.745,9.945,4265,0
2009-03-05,9.543,9.543,9.2743,9.2811,16177,0
2009-03-06,9.56,9.58,9.2655,9.3808,7410,0
2009-03-09,9.0886,9.3289,9.0886,9.1658,5723,0
2009-03-10,9.503,9.868,9.503,9.759,7310,0
